TID	Name	RA (longitude)	Dec (latitude)
6176	HD 20508                           	050.2232061355284	+60.0303518050368
6177	HD 21427                           	052.54561281	+59.36595066
6178	V* V368 Cas                        	048.1480935529500	+59.9196969059599
6179	V* CC Cas                          	048.5222344012212	+59.5634691521447
6180	V* AC Cam                          	050.9495136798214	+59.3556716637279
6181	V* V954 Cas                        	048.3965494092663	+59.8010493427071
6182	IRAS 03012+5942                    	046.2933002161370	+59.9001058805370
6183	V* V953 Cas                        	048.1002585633392	+60.0393000466157
6184	IRAS 03096+5944                    	048.4126689977224	+59.9307467709838
6185	V* V798 Cas                        	045.2240976091244	+59.6659549278332
6186	V* V700 Cas                        	045.1880007146258	+59.7181960276485
6187	V* V624 Cas                        	047.8732809723575	+60.5933408974231
6188	V* V584 Cam                        	051.4262346656621	+59.5592037201709
6189	V* NX Cam                          	051.5441628104326	+59.5784373642367
6190	NIKC 2-61                          	048.6599660640354	+58.2175279158923
6191	IRAS 03192+5642                    	050.7743255649209	+56.8787730933925
6192	V* AF Cam                          	053.0645767126196	+58.7894855408863
6193	IRAS 03204+5803                    	051.0975759097559	+58.2405883257984
6194	V* KZ Cam                          	054.5822236396233	+56.9327159504829
6195	HD 21389                           	052.4780943547992	+58.8787529604528
6196	V* OR Cam                          	053.5989072812541	+58.4138934086502
6197	V* OP Cam                          	053.2542582471092	+58.5320641189511
6198	HD 22298                           	054.5043167377176	+55.1708627091072
6199	IRAS 03284+5526                    	053.0776819230457	+55.6071014437342
6200	V* LY Cam                          	053.7847761400682	+55.0820755928095
6201	IRAS 03316+5530                    	053.8714222204445	+55.6725925959312
6202	Case 312                           	056.2635965086145	+56.3187233515064
6203	IRAS 03433+5619                    	056.8144584877693	+56.4808701154961
6204	V* CX Cam                          	056.5258046459619	+53.9053123384342
6205	HD 23675                           	057.3648744206118	+52.6554045618046
6206	HD 23800                           	057.6044711289738	+52.4818988521422
6207	V* WX Cam                          	057.2655916908903	+53.1830920532461
6208	V* KQ Per                          	058.2630331017126	+52.3474372533460
6209	HD 24094                           	058.2040911007996	+53.4836716581593
6210	V* DD Cam                          	059.6592048316977	+53.9886944346326
6211	Hilt 419                           	060.6279461118221	+52.8549642812344
6212	HD 25348                           	061.0901668674509	+53.3290484558756
6213	IRAS 03526+5309                    	059.1081868805604	+53.3021696529878
6214	V* IM Cam                          	060.8728834879123	+53.2384198114853
6215	V* V938 Per                        	059.9090196427646	+52.7906967870099
6216	V* PR Cam                          	057.9728526965764	+54.1647611404416
6217	V* MW Per                          	061.4901298678961	+50.0912373445552
6218	V* MT Per                          	060.4975555216880	+51.3686051810633
6219	V* FO Per                          	062.1457484559181	+51.2467066788089
6220	Ross 29                            	063.292206200	+50.528162500
6221	V* FR Per                          	062.8854932308154	+51.3341514223191
6222	V* SY Per                          	064.1383088577082	+50.6262799157482
6223	IRAS 04014+5213                    	061.3186286028758	+52.3593583315873
6224	IRAS 04057+5032                    	062.3666918731300	+50.6734876135790
6225	NSV 1489                           	062.9378443932133	+51.7269438397744
6226	NSV 15906                          	062.4278147257357	+51.8707755688439
6227	SV* SON 10632                      	062.9250	+51.7000
6228	Kiso C5-155                        	060.1726373961140	+51.9497142600774
6229	Case 68                            	063.0946681120013	+51.1631413880219
6230	V* V640 Per                        	060.9737193062949	+51.0182081132069
6231	V* V639 Per                        	060.8896085353924	+49.7635371268210
6232	V* MU Per                          	060.6879389483580	+52.2048539896019
6233	IRAS 03569+5112                    	060.1653619868030	+51.3504407392150
6234	V* FS Per                          	063.0215474902445	+48.2325272212307
6235	V* MY Per                          	062.2969432430302	+48.3681393049050
6236	V* V587 Per                        	064.6269636917908	+49.8646767551986
6237	Case 69                            	063.3329995704575	+48.3458924462287
6238	V* NQ Per                          	064.0926856883240	+50.1029695725889
6239	V* NO Per                          	063.9242635043853	+48.6783540787234
6240	V* FU Per                          	063.7365346057734	+48.8212119550999
6241	V* AS Per                          	064.9452423826880	+48.9532717150779
6242	V* V481 Per                        	063.2867011908189	+49.7097887293791
6243	IRAS 04209+4800                    	066.1683504290671	+48.1234186330208
6244	V* V604 Per                        	063.0809168481622	+48.6681215472181
6245	IRAS 04118+4851                    	063.8882462399973	+48.9799768546536
6246	IRAS 04124+4747                    	064.0281237665181	+47.9137768790257
6247	IRAS 04157+4759                    	064.8478552970120	+48.1059784809203
6248	* mu. Per                          	063.7244271987	+48.4093308800
6249	V* V417 Per                        	064.6216492998569	+48.2099584364522
6250	SV* SON 10629                      	061.8750	+49.0667
6251	SV* SON 10634                      	063.2750	+48.2000
6252	SV* SON 10636                      	063.7000	+48.1833
6253	Kiso C5-174                        	063.4625437210623	+48.7288275987793
6254	V* V741 Per                        	061.3451478584884	+49.1991101864729
6255	V* V482 Per                        	063.9222068371058	+47.4221976095145
6256	V* V585 Per                        	064.3203724561744	+46.6967038078361
6257	HD 26929                           	064.4023537289682	+47.2524559497358
6258	EM* AS 81                          	064.5071205344310	+46.6811674909081
6259	NIKC 3-42                          	065.1198067712250	+45.8373052402259
6260	IRAS 04133+4643                    	064.2353510459577	+46.8460801000036
6261	V* V589 Per                        	065.6663481626845	+47.6600374255659
6262	Case 71                            	065.3601513764051	+47.0595884371241
6263	* d Per                            	065.3881937978772	+46.4988775172771
6264	V* AR Per                          	064.3216558194258	+47.4001764286604
6265	V* V591 Per                        	067.5330103351116	+45.9505785376533
6266	V* OO Per                          	067.2402706639992	+45.8838350180364
6267	V* HZ Per                          	066.4053914807383	+45.6203176464979
6268	IRAS 04297+4544                    	068.3401078558685	+45.8474123434838
6269	IRAS 04120+4726                    	063.9180086132196	+47.5676486404680
6270	V* V655 Per                        	066.1328533238687	+48.0531207112639
6271	Case 70                            	064.7534215296688	+47.1782500360048
6272	V* V388 Per                        	065.0904044263019	+45.9191490978877
6273	SV* SON 10644                      	066.0750	+46.3833
6274	NSV 1586                           	066.0748656899098	+47.8701722887898
6275	IRAS 04250+4550                    	067.1836483972941	+45.9603823803993
6276	V* V344 Per                        	065.8856942634559	+44.6885373301608
6277	BD+44 935                          	066.1685926436448	+44.8839296918407
6278	V* OP Per                          	067.5101025832853	+42.9438522507181
6279	V* II Per                          	067.4066597955061	+44.4279279630709
6280	V* AT Per                          	067.7929932695520	+45.2406309434454
6281	V* FX Per                          	068.6728593436628	+44.2313345841377
6282	V* KR Per                          	069.2871273495599	+44.2110572960058
6283	C* 224                             	069.4996135729488	+43.2579487599091
6284	IRAS 04218+4504                    	066.3642543884784	+45.1904902363827
6285	V* AU Per                          	068.1529373222279	+45.6703841076750
6286	SV* SON 10646                      	067.6278649410646	+43.6531279105717
6287	NSV 1633                           	068.0000	+43.5333
6288	NSV 16037                          	067.7376647423129	+45.0733452652075
6289	NIKC 3-58                          	069.8347111547403	+43.4921384322034
6290	V* V1103 Cyg                       	288.7403008296420	+46.1671172735646
6291	V* V1253 Cyg                       	289.7375915883029	+44.9567019888490
6292	V* V475 Cyg                        	289.7572461988697	+43.9907576690624
6293	BD+43 3180                         	288.0917	+43.9800
6294	StM 450                            	287.1451056745228	+44.0128782495818
6295	NSV 11864                          	288.8750	+43.6667
6296	NSV 11871                          	289.0250	+45.2167
6297	NSV 11905                          	289.7000	+43.4167
6298	V* V1503 Cyg                       	289.9721978755787	+43.7621884332355
6299	BD+44 3068                         	287.2770997378334	+44.2958141623359
6300	KIC 8158779                        	289.3683701298930	+44.0309188004286
6301	TYC 3133-1847-1                    	288.4097626057496	+43.7071336902756
6302	IRAS 19214+4520                    	290.7394272113388	+45.4366031321949
6303	ROTSE1 J192424.21+451613.6         	291.1003243076402	+45.2723697292233
6304	IRAS 19146+4523                    	289.0382193183475	+45.4848430443058
6305	IRAS 19104+4352                    	288.0001047409729	+43.9573752392273
6306	ROTSE1 J192205.52+443201.8         	290.5232568874375	+44.5344672862333
6307	ROTSE1 J191528.46+445214.7         	288.8685635640717	+44.8714901083325
6308	ROTSE1 J191805.52+444116.3         	289.5226280549771	+44.6875702892961
6309	IRAS 19208+4442                    	290.5867999144610	+44.8049764909074
6310	SV* GR 309                         	289.9250	+43.8167
6311	V* V2279 Cyg                       	289.7269353001764	+43.8238561461733
6312	V* V2277 Cyg                       	288.8903701189891	+44.6170265446031
6313	V* V455 Lyr                        	289.18500	+43.44575
6314	StM 459                            	288.9223171466213	+46.0357734121729
6315	V* V753 Cyg                        	290.6962324231005	+48.2030092793969
6316	TYC 3547-2135-1                    	290.2984105960193	+47.9785983499413
6317	V* V2083 Cyg                       	292.8181873862	+47.4811771108
6318	HD 180913                          	289.0566675565434	+46.4858255744596
6319	V* V1107 Cyg                       	289.9386578699716	+47.1012317586041
6320	V* V850 Cyg                        	291.2450890667731	+47.2492595277592
6321	V* V845 Cyg                        	290.5629824335245	+46.6314831463431
6322	V* V839 Cyg                        	290.0786885255711	+47.1301404825183
6323	IRAS 19160+4641                    	289.3755801601312	+46.7895291874936
6324	IRAS 19194+4611                    	290.2280099301182	+46.2883338804065
6325	IRAS 19194+4808                    	290.2139841846824	+48.2402036623428
6326	KIC 10666510                       	292.2101881665751	+47.9457154925502
6327	NSV 12109                          	292.5912426527585	+47.3869388424277
6328	NSV 11946                          	290.2096081682049	+48.2476442159009
6329	PN A66 61                          	289.7925118292430	+46.2477707660297
6330	V* V2280 Cyg                       	290.4329188425476	+48.0658812027216
6331	ROTSE1 J191948.73+461623.7         	289.9533720148016	+46.2745451394707
6332	ROTSE1 J192216.45+480311.2         	290.5687380642510	+48.0529521871546
6333	ROTSE1 J192037.37+483822.3         	290.1562186932067	+48.6391592986119
6334	ROTSE1 J192608.21+480755.6         	291.5346800183867	+48.1313131419487
6335	V* V2281 Cyg                       	291.2787079482853	+45.9341847151189
6336	IRAS 19291+4757                    	292.6370897575479	+48.0569964574558
6337	V* V2470 Cyg                       	289.9915186958056	+46.8892471306884
6338	StM 482                            	291.3795862743005	+45.8786296712176
6339	V* V2080 Cyg                       	291.6997767204236	+50.1454946141231
6340	HD 184241                          	292.7600986947190	+50.1968705876901
6341	V* R Cyg                           	294.2056513627978	+50.1999221535326
6342	V* V1123 Cyg                       	292.3944003112209	+49.2933395110862
6343	LEE 311                            	292.4869631489713	+49.0024222917579
6344	IRAS 19288+4852                    	292.5458919854081	+48.9768867469310
6345	IRAS 19296+5028                    	292.7363690317733	+50.5901957825257
6346	* 16 Cyg Bb                        	295.4665549293958	+50.5175239242283
6347	V* V1743 Cyg                       	293.4233569204893	+49.2623182133896
6348	TYC 3551-183-1                     	292.0442845862413	+48.9435304177085
6349	V* V2081 Cyg                       	291.9539727846309	+50.7369830849734
6350	V* V390 Cyg                        	292.9803445058382	+48.4583064832230
6351	V* V1948 Cyg                       	292.3030780048632	+50.1043084079629
6352	V* V1949 Cyg                       	292.5519526281491	+50.8058735374240
6353	TYC 3564-1324-1                    	294.1087513166325	+50.5426416396323
6354	IRAS 19323+4817                    	293.4319042899396	+48.4008445455464
6355	ROTSE1 J192925.23+501446.7         	292.3556318405871	+50.2463056427998
6356	ROTSE1 J193521.35+483227.2         	293.8395199836618	+48.5402515485904
6357	ROTSE1 J193503.14+494446.4         	293.7639349034905	+49.7460223730691
6358	ROTSE1 J193037.82+494040.5         	292.6580390418386	+49.6777877415403
6359	ROTSE1 J192944.09+511243.7         	292.4335669337951	+51.2124827733971
6360	ROTSE1 J193558.59+505409.3         	293.9937038222050	+50.9030751331897
6361	IRAS 19351+4927                    	294.1215840292637	+49.5704678333627
6362	IRAS 19294+4939                    	292.6944523084575	+49.7683408349416
6363	V* V2294 Cyg                       	295.1221780743560	+50.4311669937402
6364	V* V1950 Cyg                       	294.3874056599927	+50.7170914380613
6365	IRAS 19362+4900                    	294.4104398754223	+49.1307638356398
6366	V* V2284 Cyg                       	292.4792838632942	+48.9167186549014
6367	SV* SON 9390                       	292.6750	+49.6333
6368	NSV 24779                          	291.3746	+50.0714
6369	V* V1148 Cyg                       	296.1778863097696	+52.9261135970734
6370	V* V1003 Cyg                       	297.2964493516379	+52.7882694466949
6371	V* V997 Cyg                        	297.0211266740088	+52.8545169005160
6372	V* V755 Cyg                        	297.1537970398583	+52.7932955733221
6373	V* V697 Cyg                        	297.3155837558227	+52.7850580986365
6374	HD 186727                          	295.9296058636875	+51.0668335947930
6375	HD 186774                          	296.0191624184865	+50.8993770451089
6376	V* V754 Cyg                        	295.7073045783349	+51.8807578742810
6377	IRAS 19382+5103                    	294.8855817232699	+51.1738533160373
6378	V* V958 Cyg                        	295.5530078577120	+52.0907261975950
6379	V* V993 Cyg                        	296.9106458052447	+52.9649058087877
6380	TYC 3934-2100-1                    	294.0168255438670	+52.6478883385371
6381	V* V2179 Cyg                       	296.9715371291453	+51.7541427488497
6382	V* DE Cyg                          	294.2107618086571	+53.4765909660425
6383	V* V1263 Cyg                       	292.9837301024143	+52.0331648574204
6384	V* V1953 Cyg                       	295.2418631313420	+50.8673020506136
6385	V* V1137 Cyg                       	294.2286506673706	+51.0627285765248
6386	V* V1127 Cyg                       	293.0241602104941	+51.2968800784523
6387	TYC 3569-368-1                     	295.7964083643407	+50.8959868799868
6388	V* V949 Cyg                        	295.3460140914119	+51.7131037451984
6389	NSV 12278                          	294.8147306589086	+52.7938031472798
6390	ROTSE1 J193246.19+512521.3         	293.1931767297321	+51.4231663489086
6391	ROTSE1 J193529.46+530803.7         	293.8693349465750	+53.1316162484948
6392	IRAS 19421+5244                    	295.8610130605096	+52.8657446876906
6393	V* V2289 Cyg                       	293.65033	+51.12839
6394	SV* SON 9394                       	294.8750	+51.1667
6395	SV* SON 9395                       	295.1000	+53.1500
6396	HD 235022                          	297.7025634044592	+55.1796707367026
6397	V* V1149 Cyg                       	296.1700001577965	+54.6538454915119
6398	V* V1015 Cyg                       	299.0114898082613	+55.5091127828515
6399	V* V548 Cyg                        	299.2429420461689	+54.7995223833761
6400	V* CL Cyg                          	299.3860438431335	+54.9635954493770
6401	V* V2096 Cyg                       	299.1311949146501	+53.7845635417671
6402	V* V988 Cyg                        	296.7222678111392	+53.6375272379290
6403	V* CW Cyg                          	298.2761124122043	+54.0997625687995
6404	V* V1954 Cyg                       	297.3335572663157	+55.5590205122371
6405	V* V982 Cyg                        	296.4353510844001	+55.3965284161342
6406	V* CU Cyg                          	298.1089154749573	+55.3282078789506
6407	V* V2089 Cyg                       	295.7055659049134	+55.0268491283844
6408	V* V756 Cyg                        	297.1645694729386	+53.2776063388980
6409	* d Cyg                            	297.6571821242	+52.9879972581
6410	V* V2409 Cyg                       	296.2765023765410	+53.3934161434712
6411	AN 438.1934                        	295.8583	+53.9567
6412	V* BS Cyg                          	297.9314002018663	+53.6920808866413
6413	V* V2104 Cyg                       	300.4397331725566	+57.6518068473897
6414	HD 190625                          	300.7419834671319	+57.0845901019299
6415	V* V1032 Cyg                       	300.66717	+57.27378
6416	V* V1031 Cyg                       	300.6173893529885	+56.8862049972380
6417	V* V1028 Cyg                       	300.23579	+56.94367
6418	V* V1026 Cyg                       	299.8679714045225	+57.4569001011414
6419	V* V549 Cyg                        	300.7095169927396	+56.8561741352751
6420	V* V544 Cyg                        	298.3444332116880	+56.6249173650987
6421	V* V392 Cyg                        	298.1918280726302	+56.3472755746579
6422	V* CK Cyg                          	298.3937	+56.9861
6423	V* V1167 Cyg                       	298.7807370145665	+56.6810224267614
6424	V* V1030 Cyg                       	300.5870117987950	+55.3733667464108
6425	V* V555 Cyg                        	301.8360108	+56.9813919
6426	V* V1002 Cyg                       	297.17100	+56.24858
6427	V* V2519 Cyg                       	300.2117422893663	+55.6893819002468
6428	[WWV2004] J2005201+564340          	301.3337464259505	+56.7280852040165
6429	TYC 3944-1954-1                    	302.9360280458070	+57.0868391958565
6430	HD 239349                          	303.0503231306456	+59.4298256419333
6431	V* XX Cyg                          	300.8151760097333	+58.9545903133953
6432	V* V1041 Cyg                       	302.2015724092646	+58.8485426537566
6433	IRC +60285                         	303.6191564736445	+59.7391959957278
6434	V* V762 Cyg                        	302.1650064143204	+59.4409370780621
6435	HD 239404                          	306.2515384053056	+59.2838560029162
6436	V* V1193 Cyg                       	305.2982841621707	+59.6008951521346
6437	V* V771 Cyg                        	305.6049986358539	+59.3391553518315
6438	V* V560 Cyg                        	304.7701714282071	+59.7229256238446
6439	V* CN Cyg                          	304.4735344580337	+59.7926726314864
6440	BD+57 2161                         	303.5322933074029	+58.1053945610343
6441	V* V766 Cyg                        	303.2876803715658	+57.7508482999935
6442	V* V556 Cyg                        	302.3039439121363	+58.0486269269240
6443	IRAS 20171+5923                    	304.5457913309880	+59.5433366393044
6444	IRAS 20173+5857                    	304.5937708441739	+59.1231711341918
6445	IRAS F20088+6006                   	302.4431034306725	+60.2558729128990
6446	V* V2416 Cyg                       	300.7678754834938	+59.1151454147974
6447	V* V1179 Cyg                       	302.2263601948181	+57.7962152344051
6448	V* V1175 Cyg                       	301.5662865618747	+57.9932400420174
6449	V* V1035 Cyg                       	301.4226286776391	+58.0469138291729
6450	V* S Cyg                           	301.3749205076916	+57.9857426693474
6451	IRAS 20060+5808                    	301.7555287181253	+58.2780303535715
6452	TYC 3949-386-1                     	304.9373292692879	+58.4888982962495
6453	NSV 12816                          	301.5976586194834	+59.4363103818427
6454	NSV 12852                          	302.1937756284949	+58.3830026603804
6455	NSV 12899                          	302.9011515290378	+59.0122972748589
6456	NSV 12957                          	303.5911357532633	+59.2999656293175
6457	NSV 13015                          	304.7458954616674	+59.9295512927788
6458	NSV 12874                          	302.4699916348627	+57.9629992681096
6459	NSV 12843                          	302.0495556260382	+59.7951687552037
6460	V* V764 Cyg                        	302.3100149622040	+59.5338801973498
6461	[WWV2004] J2014233+590557          	303.5980857614450	+59.1018967832713
6462	V* V2129 Cyg                       	309.6191918594248	+60.9185066813273
6463	V* BX Cyg                          	308.6669267466137	+61.3251189769118
6464	V* HI Cep                          	306.2435892809501	+61.5656186210219
6465	V* DT Cep                          	308.3423012524312	+60.2313845445390
6466	CSS 1231                           	308.7852033940258	+61.8034806583174
6467	V* V359 Cep                        	307.7029	+60.3592
6468	V* DS Cep                          	306.1707922740707	+59.9779311712866
6469	IRAS 20136+6055                    	303.6332274805247	+61.0738217093179
6470	V* HH Cep                          	304.6817720318563	+60.6038290208458
6471	IRAS 20190+6034                    	305.0060458939377	+60.7399712113077
6472	IRAS 20231+6147                    	305.9929488601543	+61.9553379496229
6473	IRAS 20231+6230                    	305.9890623397645	+62.6673781011534
6474	V* OW Cep                          	306.5158273695286	+61.5894919463626
6475	IRAS 20272+6114                    	307.0333656700075	+61.4141422074917
6476	V* V2192 Cyg                       	308.8124018848703	+61.0966834896806
6477	V* V469 Cep                        	307.8627874324748	+60.6382893388675
6478	NSV 13141                          	308.0167041336084	+60.1090928954176
6479	V* V468 Cep                        	307.8522318392068	+60.6716732471036
6480	V* V465 Cep                        	307.8028252515597	+60.6753175142605
6481	V* V467 Cep                        	307.8282650523269	+60.6359587428087
6482	[CKS2000] V29                      	304.6307851893865	+60.6884860804258
6483	[CKS2000] V30                      	304.6511764574879	+60.6175226315358
6484	V* V466 Cep                        	307.8081655516468	+60.6130982495410
6485	V* V471 Cep                        	308.3474931160259	+61.8749804075245
6486	V* V470 Cep                        	307.8709791626524	+60.6596770673850
6487	Cl* NGC 6939 MGN V6                	307.5056303865562	+60.7674826208135
6488	V* V817 Cep                        	307.3527621180701	+60.4956454160012
6489	Cl* NGC 6939 KGH V3                	308.3449931939988	+60.6205890040858
6490	Cl* NGC 6939 MGN V8                	307.5677124154408	+60.6088685931005
6491	Cl* NGC 6939 MGN V7                	307.5185412259863	+60.5758160072513
6492	Cl* NGC 6939 KGH V6                	308.1682304741974	+60.7614509853943
6493	Cl* NGC 6939 KGH V8                	308.2587098003332	+60.7231620055091
6494	Cl* NGC 6939 KGH V9                	308.3164888935228	+60.7400548965574
6495	Cl* NGC 6939 KGH V10               	308.1906311722839	+60.5986999666096
6496	HD 198781                          	312.3224618499560	+64.0422569573563
6497	V* V415 Cep                        	311.3824801720385	+62.3959113886208
6498	V* DW Cep                          	312.9153746796436	+62.8139701926639
6499	V* BF Cep                          	307.8606735790312	+62.9472140516034
6500	IRAS 20386+6303                    	309.8761732595203	+63.2308719856922
6501	V* V474 Cep                        	312.2329004684435	+63.4407493544820
6502	IRAS 20511+6242                    	313.0315555363220	+62.9068511273578
6503	SN 1991au                          	310.2792	+63.4950
6504	IRAS 20398+6126                    	310.2071247811183	+61.6278574668684
6505	V* V833 Cep                        	313.9234914125290	+62.7431762604192
6506	AN 94.1934                         	310.9833	+62.5150
6507	SN 2004cr                          	309.02850	+63.73678
6508	HD 199713                          	313.8716551260813	+65.6872838102173
6509	V* FX Cep                          	315.7774514930385	+66.1756672215387
6510	IRAS 20581+6427                    	314.7708468732654	+64.6552436442633
6511	IRAS 21102+6420                    	317.8167702513474	+64.5397904865476
6512	V* LN Cep                          	316.4668239775039	+63.9059255704618
6513	IRAS 21277+6530                    	322.1947160274975	+65.7342504552118
6514	IRAS 21279+6526                    	322.2504777208449	+65.6558091704258
6515	BD+65 1606                         	323.6396336112520	+66.6165478398943
6516	V* II Cep                          	316.8554817718767	+66.5056857730071
6517	V* HM Cep                          	320.9944452692494	+67.4698083236670
6518	V* HL Cep                          	320.2407593485258	+67.9918792113267
6519	V* GG Cep                          	320.0942129204368	+67.4310641015091
6520	V* FY Cep                          	317.9613039581133	+67.6897441722463
6521	V* V536 Cep                        	319.7800823487675	+65.5203808690472
6522	V* V545 Cep                        	322.0242187312335	+66.3405168992986
6523	IRAS 21281+6559                    	322.2926669395138	+66.2178515592443
6524	V* V535 Cep                        	319.3954819477849	+65.3297413110500
6525	V* V598 Cep                        	328.0911936808993	+67.3023468410834
6526	V* V360 Cep                        	325.07780354	+68.38941002
6527	NSV 13827                          	324.5500	+68.8833
6528	IRAS 21348+6825                    	323.9279941226372	+68.6520248691123
6529	V* EL Cep                          	326.5938444542293	+69.1853219056257
6530	V* V431 Cep                        	323.8580651505932	+68.2192912885193
6531	HD 206135                          	324.2377259406411	+68.1853607870567
6532	V* CT Cep                          	326.5511681473971	+67.6363359422652
6533	V* V553 Cep                        	322.7645516186602	+67.8924434914081
6534	V* V564 Cep                        	324.6389345474712	+69.3110230084626
6535	V* V566 Cep                        	324.7934107870593	+68.2699733552815
6536	V* V567 Cep                        	324.8568516597230	+67.9733207505342
6537	V* V573 Cep                        	325.3190633551336	+66.6815502717003
6538	V* V574 Cep                        	325.3847010293831	+67.8796305734984
6539	IRAS 21406+6639                    	325.4397375314135	+66.8789884648021
6540	IRAS 21423+6650                    	325.8570548519616	+67.0646612244074
6541	V* V578 Cep                        	325.9404845922813	+67.8867518904931
6542	V* V579 Cep                        	326.1757167753175	+67.8247025450176
6543	V* V583 Cep                        	326.4574497703997	+68.2566941462938
6544	V* V591 Cep                        	327.0934240250826	+68.8695079572770
6545	V* V595 Cep                        	327.6302597656998	+69.2959952224730
6546	IRAS 21501+6742                    	327.8041118745281	+67.9366848162102
6547	IRAS 21518+6849                    	328.2211778013652	+69.0642520439621
6548	V* V630 Cep                        	330.1127154085713	+67.9957052915881
6549	V* EK Cep                          	325.3395999795184	+69.6928078852919
6550	V* V391 Cep                        	325.1147562873475	+66.5892289232125
6551	NSV 13842                          	325.0367499156732	+68.0454337513381
6552	NSV 13916                          	328.1632347225482	+67.6566613700772
6553	2MASS J21401174+6630198            	325.0488566141111	+66.5054988780609
6554	2MASS J21402277+6636312            	325.0947799313739	+66.6086371557179
6555	Cl* NGC 7129 S V3                  	325.1605414706329	+66.5836719427745
6556	HD 212027                          	334.7592520809429	+68.4323935833660
6557	V* BO Cep                          	334.2252459306005	+70.0624958192245
6558	V* BK Cep                          	332.1115155663097	+68.3026478796115
6559	V* WW Cep                          	334.6159832972410	+69.8611403825514
6560	V* V604 Cep                        	328.7454160096070	+69.5092596675061
6561	V* V638 Cep                        	331.1197774861265	+68.6655704679476
6562	IRAS 22089+6926                    	332.5404042269238	+69.6899696495751
6563	V* V661 Cep                        	335.2862701504984	+69.4654325403799
6564	V* V665 Cep                        	336.2464825938396	+69.3423115192280
6565	V* BH Cep                          	330.4286361691777	+69.7434510355641
6566	V* BI Cep                          	330.5117178443234	+68.4089142546577
6567	V* BG Cep                          	330.1276735710087	+68.4729989373364
6568	IRAS 21543+6856                    	328.8541053915456	+69.1873936730593
6569	NSV 14063                          	332.5000	+69.7167
6570	V* V744 Cep                        	336.0208280678738	+68.7497042745688
6571	V* V742 Cep                        	334.3512535465169	+70.8950621399466
6572	TYC 4463-818-1                     	332.9908882026911	+68.3312500320043
6573	HD 213571                          	337.5014480839589	+70.1714582978358
6574	V* BV Cep                          	339.6726530374894	+69.6320745668187
6575	NSV 14214                          	338.3000139933000	+69.3940863516337
6576	V* V708 Cep                        	342.0584116537989	+69.9745916910999
6577	IRAS 22290+7009                    	337.6002931324835	+70.4155236380925
6578	IRAS 22354+6923                    	339.2262283155878	+69.6483528950175
6579	IRAS 22394+6930                    	340.2491814245312	+69.7707565090777
6580	IRAS 22485+7105                    	342.5219209380885	+71.3612693423532
6581	[FS2003] 1170                      	339.92975	+71.88636
6582	NSV 14165                          	336.8500	+70.4167
6583	V* V880 Cep                        	336.2483771271064	+70.3150497921419
6584	V* V897 Cep                        	339.3284239063889	+70.9079846940777
6585	V* V881 Cep                        	336.316525	+70.242833
6586	V* V388 Cep                        	348.9072422526432	+70.8880812760016
6587	V* BC Cep                          	346.0312263954669	+70.8075086493681
6588	V* UZ Cep                          	347.0581980085309	+70.6074952989471
6589	IRAS 22584+6946                    	345.0481270432269	+70.0405899345628
6590	IRAS 23005+7153                    	345.5709217250572	+72.1571056023191
6591	IRC +70191                         	345.5963975592632	+71.0860630414938
6592	IRAS 23007+7043                    	345.6114206510670	+70.9889874682782
6593	IRAS 23021+7055                    	345.9663366940554	+71.1966161656437
6594	IRAS 23183+7036                    	350.0869132442628	+70.8797344795785
6595	IRAS 22489+7158                    	342.6146070153000	+72.2468230143338
6596	V* V922 Cep                        	345.4134683714224	+69.7125051624986
6597	V* V927 Cep                        	346.6737176274809	+70.7496344508887
6598	NSV 14473                          	348.9626815558702	+72.2988212490994
6599	AN 664.1936                        	350.0708	+70.8667
6600	AN 502.1934                        	345.5833	+72.1550
6601	AN 503.1934                        	350.8792	+71.2850
6602	NIKC 5-22                          	350.3093769600935	+71.4935892637621
6603	BD+69 1337                         	353.3789851292219	+70.3672854819994
6604	V* PU Cep                          	355.1912360344988	+70.3275299228196
6605	IRAS 23414+7143                    	355.9362058390963	+72.0087230294177
6606	IRAS 23444+7132                    	356.6913623183278	+71.8120442255125
6607	IRAS 23568+7220                    	359.8435711894481	+72.6210256812684
6608	IRAS 23239+7156                    	351.4946733121985	+72.2138964473185
6609	IRAS 23255+7110                    	351.9203429280455	+71.4547190681058
6610	V* PT Cep                          	355.0933033024948	+70.4415576086846
6611	IRAS 23413+7130                    	355.9244437663252	+71.7786943617208
6612	V* V957 Cep                        	356.5436266604957	+71.4986966877906
6613	V* CV Cas                          	007.9769501955108	+71.6940663226063
6614	IRAS 00016+7024                    	001.0684659545029	+70.6912613022682
6615	IRAS 00043+7053                    	001.7454313071019	+71.1627748461127
6616	IRAS 00096+7104                    	003.1015142931166	+71.3500783186889
6617	IRAS 00273+7026                    	007.5687617672885	+70.7125951656277
6618	NGC 40                             	003.2542376083788	+72.5219535795292
6619	V* NP Cep                          	002.1059221022622	+71.9982518764440
6620	V* V749 Cep                        	001.9526377246087	+70.6727682189907
6621	V* V750 Cep                        	003.7121497093293	+71.8292439704784
6622	HD 4993                            	013.3429444817434	+69.9561095126557
6623	Ross 318                           	015.6343128610111	+71.6798150826428
6624	V* AD Cas                          	016.1406865003078	+71.0390748366905
6625	IRAS 00362+7217                    	009.8454185229699	+72.5716732086981
6626	IRAS 00392+7056                    	010.5857935812595	+71.2242708251513
