EID	aperture	FoV	pixel_scale	tracking_accuracy	limiting_magnitude	elevation_limit	mount_type	camera_type_colored_mono	camera_type_cooled_uncooled	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
1029	5.7971689319789100	94.26027873634780	0.4603032831762110	0.8939226629440490	21.608048424151600	20.81522336462750	theodolite	mono	cooled	y	y	y	y	y	n	y	y
1030	1.8099365517419500	412.400430832621	0.7437914211659770	0.4307036397561370	10.772771842046100	30.85070482676700	fork	mono	cooled	y	n	y	y	y	y	y	y
1031	6.279273859726680	173.92234959204700	2.5617160352951700	0.22130837759252900	16.441200400876200	19.48492776759680	german	mono	cooled	y	n	y	y	y	n	y	y
1032	5.758063740716020	588.697780696009	2.9678873618094400	0.5018873472725510	9.57362952900082	15.050096781455800	fork	mono	cooled	y	y	n	y	y	y	y	y
1033	2.935486441472070	471.17754566543700	2.16939529890886	0.9693694438164460	14.80853746109440	33.474139465188400	german	mono	cooled	y	y	y	y	y	y	n	n
1034	6.940807845412930	312.23369816122500	2.0850262187071400	0.2598498404033000	21.268459816785600	33.67668297738490	fork	mono	cooled	n	y	n	n	y	y	y	y
1035	4.1461288048208600	231.85718216358800	2.153519263229600	0.4456227437837880	15.788736666372400	23.682459838024200	german	mono	cooled	y	y	y	y	y	y	y	n
1036	0.48577778536451700	508.63669929695000	0.23137358152984000	0.2695273662495480	24.97084991063440	31.224571625993600	fork	mono	cooled	n	y	y	y	y	y	n	y
1037	6.413917492694060	188.4908186459640	1.533690832618470	0.9869410712072760	23.077821479337800	17.103390209649300	fork	colored	cooled	y	y	y	n	y	y	y	y
1038	7.6739104686348	357.3610578635470	0.8668590096424380	0.15813126908762900	23.9535559474025	25.394015637221700	german	mono	uncooled	y	n	n	n	n	y	y	n
1039	3.0836352468088700	551.7881780754740	2.3450214675648100	0.5002801238633510	9.734174738856950	31.691413591892100	german	mono	cooled	n	y	y	n	y	n	y	y
1040	9.789743484606800	93.67996704547040	0.923434479200427	0.893091360564253	12.446433393270200	27.135934736483700	fork	colored	cooled	y	y	y	y	y	y	y	y
1041	9.375653047612390	374.84127345599	1.9923034314077900	0.5923943087011100	19.499863113470200	26.28376588463280	german	mono	uncooled	y	n	y	n	y	n	n	y
1042	7.21264823477765	308.624456782334	0.8319265867568800	0.15640244043425500	15.978719168409100	16.743785943587100	theodolite	mono	cooled	y	n	y	y	y	y	y	y
1043	0.8439177121223330	392.62477783969200	1.7247937781360700	0.4813756475291290	22.628382202864300	29.45845507170710	fork	colored	cooled	y	y	y	y	y	n	y	y
1044	7.715973735708990	538.6155405215620	1.8797604105080100	0.24286690842288300	12.65498127124260	14.987928938514900	german	mono	cooled	y	n	n	y	y	y	y	n
1045	5.597067185312350	519.4772837245090	2.8721070618844000	0.2641066747598840	10.52416646605580	23.02497448572600	fork	mono	cooled	n	y	n	n	y	y	y	y
1046	7.236241114563420	457.88377491360300	2.00447456042316	0.8900018153746590	20.12339296940740	14.441437232484000	german	mono	cooled	y	n	n	y	y	y	y	n
1047	8.186745890850220	448.77159236541400	1.663211315631160	0.4882737033009780	11.664151853791200	18.76722108450650	fork	colored	cooled	y	y	y	y	y	n	y	y
1048	8.009010111767000	375.64983278368000	0.149036509210794	0.18132103542503400	9.522500772080490	17.078535466455600	fork	mono	cooled	y	y	y	y	y	n	y	y
1049	3.1297745028154100	35.516790034360100	2.4290879972210400	0.7140083000044060	13.553770975418200	15.185272360282200	theodolite	colored	cooled	y	y	y	n	y	y	n	y
1050	1.2205520143167600	259.2690452898140	2.2556004417665500	0.2506674807814400	17.74453683339040	27.099448557603400	fork	mono	uncooled	y	y	y	y	y	y	n	y
1051	4.027500547201250	134.46688742916500	2.41750023355596	0.22838407671837000	16.747082408126300	16.135000581073000	fork	colored	cooled	y	y	y	y	y	y	y	y
1052	0.8924956899113800	33.500840666391300	1.7814412351106000	0.7662964429975630	14.585056531985100	34.144499501281900	fork	colored	uncooled	y	y	y	y	y	n	n	y
1053	1.4515337667003100	596.4665032803830	2.850472918597800	0.8211964995468660	14.373175954741800	18.344035617215700	german	colored	cooled	y	y	y	y	y	n	y	y
1054	3.7784648472243100	211.3039520057900	1.5272178721956000	0.28372409639663100	19.44898899358960	25.40961901179650	german	mono	cooled	y	n	y	n	y	y	y	y
1055	5.925142485318930	251.45511849553300	2.7216949184812700	0.45170370388889300	17.904261533664000	13.731799650733600	fork	colored	cooled	y	y	y	y	y	n	y	y
1056	6.9643030207014000	399.7112951471820	2.657629087526320	0.7302463547327080	16.6462034161898	28.002115964958500	fork	mono	cooled	y	y	y	y	n	y	n	n
1057	6.0549950799569700	569.9233925443200	0.5563638620631040	0.8801232134100840	17.951056949741000	20.787280855814600	fork	mono	cooled	n	y	y	y	y	y	y	y
1058	3.047107547109800	271.0215940526090	2.168728383390030	0.7225603180923550	19.18865427224430	22.98555851189040	fork	mono	cooled	y	y	y	y	n	y	n	y
1059	8.769521109476740	307.9124482860160	0.14622444762097100	0.46528896406356300	15.059890630258000	29.34824260889280	fork	mono	cooled	y	n	n	y	n	n	y	y
1060	9.52441365982042	405.74344414400800	1.7021906707006900	0.8666530356152400	8.28934433177019	14.229951937543500	theodolite	colored	cooled	y	y	y	y	y	y	y	y
1061	0.159989514040856	519.5765699741360	2.2852427354014800	0.2980313347626540	20.244684042202300	34.55859954174700	german	mono	cooled	y	y	y	y	y	y	y	y
1062	2.9441083022035600	500.6370852162470	2.496100611420990	0.32266059806147	15.456057636997600	14.894915996362600	theodolite	mono	cooled	y	y	y	y	y	n	n	y
1063	9.906777000077250	495.9356093150670	0.7938452172322930	0.2992045180843200	13.829960968850700	31.540044403246300	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1064	8.342821589244670	545.8293258323040	2.4663569231961600	0.33978983773962600	13.257012348337000	19.706861448467300	fork	colored	cooled	y	y	n	n	y	y	n	y
1065	5.401136500126270	420.69754992183000	2.298300399590540	0.4322191748370660	23.631909137107800	28.0399975636952	theodolite	mono	cooled	y	y	n	y	y	y	y	y
1066	5.904814544394260	306.84838161928100	2.7759968987373700	0.24126843809779100	15.791824123478400	26.66888385690940	fork	mono	cooled	y	n	y	n	n	y	y	n
1067	4.451415681317380	68.55493151917460	0.312515213660846	0.21727389512680100	13.680243373030900	21.13814150962040	fork	mono	cooled	y	n	y	y	y	y	y	y
1068	2.7453604806204300	361.8459959528820	1.3898502906431500	0.21251650383386800	18.886454859368100	14.52695673191780	theodolite	mono	cooled	y	y	y	y	y	y	n	n
1069	2.695060017403480	585.3434924099400	2.8907236501098200	0.8406627772974370	15.461906048399600	31.65541055816540	fork	mono	cooled	y	y	y	y	n	y	y	y
1070	8.490283936131170	88.86028011492720	2.1363229543853000	0.5116160589295360	8.533268763602770	27.46107382479380	fork	mono	cooled	y	y	y	n	y	y	y	y
1071	4.073893691919280	457.1849332350510	2.4353381611967400	0.8264069901255320	20.6351741465893	20.816316870916500	german	mono	cooled	y	y	n	y	n	y	n	n
1072	5.351265516656500	227.16126600429	0.5577366255271690	0.16120891799001700	12.281718145371500	16.913992871623300	german	colored	cooled	y	n	y	y	y	n	y	y
1073	8.891883866241690	478.7239528019340	1.2722416306171400	0.587998018355648	16.18766902534980	32.55114222218750	fork	mono	cooled	n	y	y	n	y	y	y	y
1074	8.23822664447908	199.38363596119200	2.463103379833050	0.21536320709675100	24.232753967044500	23.352939007338000	theodolite	mono	cooled	y	y	n	n	n	n	n	y
1075	6.801700993359640	275.97227917885900	0.43083012922369800	0.20862015529661900	16.05843301819370	30.722799446304500	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1076	6.385676562692500	397.76411806394000	1.4481574299518900	0.20263856903415200	15.444552224163300	34.75514345538410	fork	mono	cooled	y	y	y	n	y	n	y	y
1077	2.682920041172040	18.61075440045670	0.7148977928858340	0.8360587412277380	14.627537866920600	12.815559846788100	german	colored	cooled	n	y	y	y	n	y	n	y
1078	9.218661379471760	531.494144724644	1.8253800005124100	0.25522519116627600	21.770873612730100	22.93173189243730	fork	mono	cooled	y	y	y	y	n	n	y	y
1079	4.681434353961690	114.06494324904200	2.2973072418245300	0.7234693323617420	18.974582628107200	16.31260743665860	fork	mono	cooled	n	n	y	n	y	y	y	y
1080	6.841249072158940	56.553117298580300	0.14975541465922900	0.2651439567536980	13.421118476654000	18.08206839708900	german	mono	cooled	y	y	y	y	y	y	y	y
1081	2.010091359758350	108.3274892663190	2.1928637466978800	0.9961713932803880	21.45731394637210	16.982058932612400	fork	mono	cooled	y	y	y	y	n	y	n	y
1082	7.968689700959320	215.33220973528400	0.3628874022132930	0.13884462738669800	10.418432820760500	32.23757390447620	fork	mono	uncooled	n	n	y	y	y	y	n	n
1083	6.05504154917015	381.06738006194600	2.0959728796368800	0.6150894534560230	19.793294117344800	28.773261317691800	theodolite	colored	cooled	y	y	y	y	y	y	y	y
1084	4.91275686577667	240.34696200874100	2.373564262032980	0.7321961982391350	18.581259496020200	21.5993798191444	german	mono	cooled	n	y	y	y	y	y	y	y
1085	2.1497552035586900	77.11221215330670	1.2064603300958300	0.6196795332815950	24.09959917019290	26.391499673087600	german	colored	cooled	y	n	y	y	y	y	y	y
1086	2.4538399867694000	469.06571237349300	1.0279456487867700	0.1552438903251530	9.397012713365820	24.11892344332270	german	mono	cooled	y	n	y	y	n	y	y	y
1087	7.752328743790630	561.3045920103310	1.3857427671298700	0.6853064074028740	10.830593114162500	32.95851174623090	fork	mono	cooled	y	y	y	y	y	y	y	y
1088	9.380766939115490	301.6402718815340	0.39481216523112200	0.2876420921168800	22.835669359199500	31.450230208031800	german	mono	cooled	y	y	y	y	y	y	y	n
1089	7.081317594465000	388.1576530237610	1.9631810626210600	0.5524559737411250	21.895320502620300	12.30910928150680	fork	colored	cooled	y	y	y	y	y	y	y	y
1090	6.949286992293210	182.31905213923800	2.1829638899990000	0.8153363632941500	17.688864868513600	13.118879423403300	theodolite	mono	cooled	y	y	y	y	n	y	y	y
1091	7.202787603911170	394.42753109309400	1.8395367591542500	0.4941859186477510	14.866583302995600	31.76418274101610	fork	mono	cooled	y	y	y	y	y	y	n	n
1092	7.5130066835202	53.55638507319510	2.5675256883412600	0.5715108430193860	20.62050887565950	24.92598823263570	fork	mono	cooled	n	y	y	n	y	y	y	y
1093	9.857844108460510	475.40991146209600	2.982506218841460	0.26505074441399400	19.606507014321600	29.56169746841870	german	colored	cooled	y	y	y	y	n	y	y	n
1094	9.659346487783430	56.23353410656750	1.6735926213031800	0.8737020772535090	11.604428762223200	18.115497611412400	german	mono	cooled	y	y	n	y	n	y	y	y
1095	4.5108850059224300	477.6815508288950	1.1836357521805100	0.7604798908993550	13.431510964011500	22.181411758958900	german	mono	uncooled	y	y	n	n	n	y	n	y
1096	1.7953299622914900	586.96086998329	0.5433967664988600	0.5814211877971070	9.574883211472220	29.556052706867000	fork	colored	cooled	y	n	y	y	y	y	y	y
1097	7.070694641480370	102.17782893529100	2.962675822861250	0.4406193884547160	20.500963128934200	33.368668839395900	german	mono	uncooled	y	y	y	y	y	y	y	y
1098	2.9968198338697400	486.623666369033	2.383090085602600	0.5887432263288190	11.472621086412100	16.045284374921100	fork	mono	cooled	y	y	y	y	y	y	y	y
1099	4.1963728997134900	541.3755478703700	0.5692230474854300	0.15107426449533000	8.43372888756527	17.19080417636330	german	mono	cooled	y	n	y	y	n	y	y	y
1100	8.539206517887750	553.6413494019000	1.493992485954960	0.3043636872422360	12.809431555561600	30.365482592919100	fork	mono	uncooled	y	y	y	y	y	y	y	n
1101	1.8158138546729200	462.43479404364100	0.21356208764339300	0.9179065447387810	13.885225279944400	12.478564232594100	fork	mono	cooled	n	y	y	y	y	y	y	y
1102	6.587283979914230	12.64526701740860	2.9553077756938900	0.5246747928349350	21.438270202625200	21.612369288324900	fork	mono	cooled	y	y	y	n	n	y	y	y
1103	1.7353016928343600	88.86710133184020	0.5673169514644760	0.2242825687155470	18.91774403536180	14.307591557900300	theodolite	mono	cooled	y	y	n	y	y	y	n	y
1104	4.108848157386190	412.78013804812200	1.5323145057790300	0.219903072122409	18.068859632169200	32.176445973616800	fork	mono	uncooled	y	y	y	y	y	y	y	y
1105	1.5340419652517600	391.55074934841800	1.2902565519720200	0.22026778541624800	22.05719288078240	17.998590787232	german	mono	cooled	y	y	y	y	y	n	n	n
1106	2.4684667512512500	460.5758467077430	2.305720983475770	0.22711738453839800	14.842541554257800	15.05083970917280	german	mono	cooled	n	y	y	y	y	n	y	y
1107	6.135443648658880	31.183925387727600	1.5633877758048800	0.5337757228405930	24.90352428140110	15.364837061298400	fork	colored	cooled	y	y	y	y	y	y	y	y
1108	6.578105926707320	432.05996084189400	2.2304480657401000	0.8215739271560350	19.875336584662800	29.001477988137400	german	mono	cooled	y	y	n	y	y	y	y	y
1109	2.2801271321884200	101.03420360831600	2.0069361055859900	0.4120191334568470	16.6521287275056	12.814055415813300	fork	mono	cooled	n	n	y	y	y	y	y	n
1110	6.6539480954938500	529.836820638878	2.8293039794784500	0.33350057911671800	19.594513656351800	32.67872466524530	german	mono	cooled	y	y	y	y	y	n	y	n
1111	5.8713981597159800	137.39913601193000	1.4715870594934900	0.21669795531724400	8.546087228946360	28.403373417546300	german	mono	cooled	y	y	y	n	y	y	n	y
1112	5.082749334224630	292.41940411783400	2.02632577390598	0.49089561339397700	14.745524067840100	19.895940025009400	fork	mono	cooled	y	y	y	y	y	n	y	y
1113	4.183599094897020	254.08114324638100	2.827787216422000	0.6769362632100600	24.065490879352500	24.571454937790900	german	mono	cooled	y	y	y	y	y	y	y	y
1114	2.772805575870550	322.43642328074600	1.1403537714113200	0.8048520859778210	14.089313622780300	21.964390623774300	theodolite	mono	cooled	y	y	y	n	y	y	y	y
1115	6.348028120996140	393.61321552855600	1.4607231323343500	0.3628917109355260	13.82821823192800	30.28156556434290	german	mono	cooled	y	y	y	n	y	n	n	y
1116	0.45464097709614400	345.32857050506400	0.36211703737976000	0.41064014750680700	9.045675181060030	25.44175626615560	german	colored	cooled	y	y	y	n	y	y	y	n
1117	6.346489828486170	504.1866504006770	0.8561327830140390	0.2782271811450580	20.50676417233430	22.37388112221170	fork	mono	cooled	y	y	y	y	y	y	y	y
1118	5.535195355433340	135.95746330023400	1.935996168318230	0.7117446403931470	11.860392227280000	32.80320609223290	fork	mono	cooled	y	y	y	y	y	n	y	y
1119	5.6465380554383600	369.99391521917400	2.567165785434630	0.16730576282388900	12.785972915575800	30.725933749019300	german	colored	cooled	y	y	y	y	n	y	y	y
1120	2.217913422757780	289.6245064880970	0.8488273795940670	0.9273152131397720	13.663955614775700	22.406646669153100	fork	mono	uncooled	y	y	y	y	n	y	n	y
1121	8.242772057236570	367.9314992009330	1.479232933192680	0.29846042475427900	10.52441695686080	34.20767566901040	theodolite	mono	uncooled	y	y	y	n	y	y	y	y
1122	3.3146148456872900	2.4341478141659700	2.5318193756050500	0.8275321841279800	10.876203565125300	14.242273693553900	theodolite	mono	cooled	y	y	n	y	y	n	y	n
1123	5.304456170448450	577.5849182904780	2.932580079779840	0.36416078719799700	23.203392351371800	28.38675126394010	german	colored	cooled	y	n	y	n	y	y	y	y
1124	0.20806250777462400	264.0538231202200	1.5001680395976600	0.38783544967196400	24.28667220397250	23.67232547502980	german	colored	cooled	n	y	n	y	y	y	y	n
1125	1.8057013220887200	283.40240084124900	2.550201616384710	0.23668185658692100	21.902642868002200	27.919568145925800	theodolite	mono	cooled	y	y	n	y	y	n	n	n
1126	9.089248931597470	109.45214794098200	1.552938413903640	0.27396530099650500	23.800900328924900	28.07133167000870	german	colored	cooled	y	y	y	n	y	y	y	y
1127	7.631128939441340	88.1968686323219	1.7264364896132400	0.8695524457197320	10.735578984836200	30.385930093776700	fork	mono	cooled	n	y	y	y	y	y	y	y
1128	8.996243498872800	397.4705393355200	2.99033474597671	0.13903619364245700	13.854270248781100	24.515660156091300	fork	mono	cooled	y	y	y	y	y	y	y	n
1129	1.840268163109480	586.7179379878810	0.5808031850497980	0.9921542543981540	16.087324232149900	16.47661180380980	fork	colored	cooled	n	y	y	y	n	y	n	y
1130	4.765993116190670	371.5393189107900	0.1485009119282480	0.23149215424533200	11.76838739059380	30.612644365278600	german	mono	uncooled	y	y	y	y	y	y	y	y
1131	6.697166752248630	560.8515144294780	1.7853946762953000	0.1356971287116150	20.880279640686200	20.57524408708210	theodolite	mono	cooled	y	n	y	n	y	n	y	n
1132	2.7830856092574600	187.96670834865000	0.8832262578542310	0.8219795222315170	19.610430098922200	29.624577466014700	fork	mono	cooled	y	y	y	y	y	y	n	n
1133	1.8828293186093900	451.4177106752040	1.510735057060690	0.3581504279115860	15.38199607590060	19.517999202464000	fork	colored	cooled	y	n	y	y	y	y	y	n
1134	2.8448955595179000	238.67338096693900	1.3065213194369500	0.7807066926598700	9.690872503606220	34.37822544997020	fork	mono	cooled	y	y	y	y	y	y	y	n
1135	5.607706825867590	485.2298620790770	2.032511166357150	0.5542476685912230	20.668538957489000	29.203967237391400	theodolite	mono	cooled	y	n	y	y	y	y	y	n
1136	4.961334591777050	580.3434327397800	1.749110894143720	0.8162913835224110	11.668691251031100	30.859557933911000	german	mono	cooled	y	y	y	y	n	y	y	y
1137	7.602823000503440	359.5163820852010	2.0776502750719000	0.2817645013246650	11.394025610969100	15.150478611440600	german	mono	cooled	y	y	y	y	y	y	y	n
1138	8.489700626886460	472.33540579059600	0.856878264425491	0.3846203881431930	16.304991370148400	25.793129251011400	fork	mono	cooled	n	y	y	y	n	n	y	y
1139	4.572084065070850	117.97370578074300	0.2621372410963050	0.411674888684323	13.682301001509400	18.449670134568000	fork	colored	cooled	n	y	n	y	y	y	y	y
1140	6.2173666870086900	60.01337630253980	2.2221589173020100	0.24343524118633900	15.809372455516800	23.52552419734220	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1141	0.4466189492683140	431.7447747782290	2.0574079908899800	0.12572343821096700	23.172041054472900	25.539405709195600	fork	mono	cooled	y	n	y	y	y	y	y	y
1142	8.54204563911395	171.09574527441500	1.5165237218976100	0.9713934400644310	13.912798043020900	27.940461098671000	theodolite	mono	cooled	y	n	n	n	y	n	n	y
1143	3.560270500824800	400.6239634638600	2.012908623358780	0.8876264518442560	13.374776186052000	16.93828812924850	theodolite	colored	cooled	y	y	y	y	y	y	y	y
1144	2.5127737516737	510.66131759139600	1.7877132513140500	0.3491406616783200	17.915644846475300	32.50872697409510	fork	mono	cooled	y	y	y	y	n	y	n	n
1145	2.507517796029120	210.78942470802800	0.9338535850566610	0.8081909119660250	10.467222647753000	29.77331347563150	fork	mono	cooled	n	y	y	y	y	y	y	n
1146	8.185135388285530	233.46827698169800	1.7478013260573700	0.43657657709721200	15.780217419000700	12.344322016843300	fork	mono	cooled	y	y	y	y	y	y	y	y
1147	0.6041648453387620	460.49704194347100	0.8355661877973700	0.5733266779967440	20.90459873429780	16.511688859007900	german	mono	cooled	y	y	y	y	y	y	y	y
1148	2.8546322548190000	337.5240573617240	1.1130494803920900	0.8764237505878200	11.425695101293100	32.791997271959200	theodolite	mono	uncooled	y	n	y	y	n	y	y	y
1149	2.261606669116520	30.75266056773510	0.7424039457917300	0.6005488743877000	17.873504085816600	19.721361385184000	german	mono	cooled	y	y	y	y	y	y	y	y
1150	9.663009829089500	31.43402321751440	2.359792489414680	0.813759917921583	17.502228643593300	15.750571833134900	german	mono	cooled	y	y	y	n	y	y	y	y
1151	5.181192539808640	324.2161614139400	0.2034215494949260	0.4564823909354800	16.01898311715920	26.554942027668200	fork	mono	cooled	n	n	y	y	n	y	y	y
1152	1.4946124152489300	319.7243110519250	0.7800533949012890	0.9445994119095580	9.457498084148010	22.939460097870900	fork	colored	cooled	y	y	y	n	y	y	y	y
1153	0.7373623916823310	326.6860092673310	2.75753650612901	0.48622931743791200	14.545233046309500	23.447326866448000	german	mono	cooled	y	y	y	y	y	y	y	n
1154	8.778989127052680	377.4691143920860	0.2796261236615530	0.27833880336489400	11.830909459719100	18.717756641990300	fork	mono	cooled	n	y	y	y	y	y	n	y
1155	2.2791228587914000	185.3815870017420	0.4808116829494130	0.2798518594034590	8.4093857863895	20.584167618341800	german	mono	cooled	n	y	y	y	y	y	y	n
1156	7.54182504302833	289.8675132613300	0.9177267905947000	0.7427710302170390	11.531970194729700	16.835447189166000	fork	colored	cooled	y	y	y	y	y	y	y	y
1157	4.881504820736510	471.60797822227800	1.0568081010389800	0.7376397434133200	14.860197434269700	30.494669070545800	fork	colored	cooled	y	y	y	y	n	y	y	y
1158	7.3402246033734300	466.1188680899350	2.7580937415156700	0.7093228618873470	8.007065142919750	22.05583883011750	german	mono	cooled	y	y	y	y	y	y	y	n
1159	5.335069769066320	175.16329406778900	1.4943412648252800	0.9418603094932890	16.586859181193800	24.42998315405600	fork	mono	cooled	y	y	y	y	y	y	n	y
1160	0.8354781239811930	207.39504079154200	1.9036947342345900	0.902564004098892	23.997824527570300	17.75290372423830	german	mono	uncooled	y	y	y	y	y	y	n	y
1161	8.802204900678900	9.997023748490680	2.9369517865404600	0.47212973811544200	18.319866143754900	34.93737978431870	theodolite	colored	cooled	y	y	y	n	n	y	y	y
1162	5.299445441974360	116.05836200853100	1.398390629185560	0.7210524980932670	16.38440918063910	25.88368499052630	fork	mono	cooled	y	n	y	n	y	y	y	y
1163	0.5939164285853570	208.345704670104	0.25856045445195600	0.6972806053151720	15.601069290117600	30.542968334012400	german	mono	cooled	y	y	n	y	y	y	y	n
1164	2.5795304381962400	365.6786694671610	1.0559994156407900	0.7374730229035110	10.939441605708400	13.611137131998100	theodolite	colored	cooled	y	n	y	n	y	y	n	y
1165	1.220326778329930	35.673384041216900	0.4506546756979000	0.3010210770391160	20.067320477350500	33.278065777162100	german	mono	cooled	y	y	y	y	y	y	y	y
1166	1.6443462031177900	473.70674228747000	0.8970372868045440	0.17770257642171200	13.431119358033300	25.262012264867800	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1167	9.783426064222970	265.79570443619300	0.5586756523596300	0.11370947452057000	8.194408191659620	34.260377267165900	fork	mono	uncooled	y	y	y	y	y	y	y	y
1168	4.110647883694280	223.5927469760690	1.9567473259252800	0.17069012057742300	16.16635933174600	34.214965484561300	fork	colored	cooled	y	y	y	y	y	y	n	y
1169	6.3769279473162300	239.98480428144700	2.0671333368218500	0.26387365005768500	23.456104801441400	28.587058304608000	fork	mono	cooled	y	y	y	y	y	y	y	y
1170	1.0201130246997700	402.3486949105900	2.0120795135992000	0.9202867913620380	8.474192355312400	34.033248019427300	german	mono	cooled	y	y	y	y	y	y	y	n
1171	4.933206684658500	267.03593879573400	1.3539388528393900	0.9122658791188050	14.14981674180520	12.577059589579200	german	colored	uncooled	n	y	y	n	y	y	y	y
1172	1.7731048367196800	290.5108316955050	1.6951390738033100	0.5176308922823100	10.200496008296200	27.803603834928500	german	mono	cooled	y	y	y	y	y	y	y	y
1173	2.100895433702760	458.7905818611580	2.9448971582519900	0.8823626135824950	12.485537538024100	33.32785012513610	german	mono	cooled	n	y	y	y	n	y	y	n
1174	5.0988638026097400	207.3755960254410	1.5431237449490100	0.2200890360395420	9.814456195044460	34.60197692877070	fork	mono	cooled	y	y	y	y	y	n	y	y
1175	7.363743980590120	90.62117315755190	1.9608093772157400	0.564174186240207	12.977585496984800	28.457125404943700	german	colored	cooled	y	y	y	y	n	y	y	y
1176	0.24954269621251200	104.55157185408700	2.4892686103656300	0.8609748597935430	11.527291540047800	30.179692413108100	fork	mono	cooled	y	n	y	y	y	y	y	y
1177	0.134036069273376	510.90055023659000	1.8544544369188300	0.19610323124115100	9.583179677772890	18.603730913144400	fork	mono	cooled	n	y	y	y	n	y	y	y
1178	1.014412555568400	568.841964793032	1.8334064006756300	0.5323253291750860	9.817574973668530	12.64066695597360	fork	colored	cooled	y	y	y	y	y	y	n	y
1179	0.1476030578188810	126.9575619451610	1.3015598016079200	0.532478908618989	16.45006343258900	22.581457617948500	german	mono	cooled	y	n	y	y	y	n	n	y
1180	0.4275310717296440	321.92971910279200	2.7644901180212900	0.8049875697429130	17.378398154883500	33.99035273331270	german	mono	cooled	y	y	y	n	y	y	y	y
1181	7.771058949458150	526.4550315328060	0.6201201815059960	0.46367633877392000	11.269082896530700	29.61397792438330	fork	colored	cooled	n	y	y	y	n	n	y	y
1182	9.477421101470490	79.08419663884960	0.41791070638614000	0.28655630673021300	13.025318308128700	18.257283272041400	theodolite	colored	uncooled	y	n	n	y	y	y	y	n
1183	6.267012526222830	29.127517653384000	1.1920305077654900	0.14647565129512000	16.52777390289920	31.073948303853400	german	mono	cooled	y	n	n	y	y	y	y	y
1184	9.89079519913501	587.5080452570810	0.8388011943208150	0.13640386523397500	10.139081003837100	22.832944206031000	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1185	2.522657144978130	247.13341106269200	2.6559835102764700	0.6019029302937900	10.733109507580500	34.70204229642780	fork	mono	cooled	n	y	y	y	n	y	y	y
1186	5.103345330408260	235.827956048386	0.9712986342425600	0.9187655227974860	11.995758961117500	32.05317640240930	german	colored	cooled	y	y	y	y	y	y	y	y
1187	2.3663264455853400	444.49264055287400	2.068967722220140	0.29830918618090600	16.572951221851400	17.29922864879570	fork	mono	cooled	n	y	n	y	y	n	y	y
1188	3.6499704994866400	524.0508599863090	2.897015718533270	0.9002002231521470	8.639176198826110	24.616240763810800	german	colored	uncooled	y	y	y	y	n	y	n	y
1189	1.1135897743571400	374.8222894492250	1.2877862308256800	0.9745451794696870	14.87140113706300	14.223741160659500	fork	colored	uncooled	y	y	y	y	y	n	n	y
1190	5.518771632216150	140.42573988957900	2.4908180665643600	0.5458428151655600	11.178075289043300	26.89589325228020	german	mono	cooled	n	y	y	y	y	y	y	y
1191	5.35504950495484	535.568939686591	0.26553420253488900	0.8810109557587710	12.506892892207300	34.425220963329800	fork	mono	cooled	y	n	y	y	y	y	y	y
1192	6.620136769951100	579.0433059347970	1.0725899613683500	0.5303689480555310	14.696260100104700	31.315489547796800	german	colored	cooled	y	y	n	y	y	y	y	y
1193	1.2296635024461800	558.0141568338790	2.7309213565146900	0.40975024271836500	16.769927198331900	34.761305599405700	german	mono	cooled	y	n	y	y	y	y	y	y
1194	3.0456906533137500	345.9816614214040	0.8277692139480790	0.716428002615333	21.235048651089600	14.42976190918090	theodolite	colored	cooled	y	y	y	n	n	y	y	n
1195	8.68834493270701	501.1522606795670	1.8573552517826900	0.9283417749866770	11.483096965935100	26.449148103680000	german	mono	uncooled	y	y	y	y	y	y	n	y
1196	2.869588264756680	197.59610655671500	0.5212641477647210	0.5093238005373930	22.068695345275200	27.695440047871200	german	mono	cooled	y	y	y	y	n	y	y	y
1197	9.095758842947550	404.57952984132000	0.9131879344110810	0.9037981254352920	12.545396441268900	30.653131621938500	fork	colored	cooled	y	y	n	y	n	y	y	y
1198	2.2363516787852800	67.82060914381140	0.5343257619080080	0.8822057832455150	13.760582780623400	12.557388329712900	german	mono	cooled	y	n	n	y	n	y	y	y
1199	9.456764183988640	325.87680085677500	2.13403108442527	0.6285533415315910	11.802362129600800	29.29500438431470	theodolite	mono	cooled	n	y	y	y	n	y	y	y
1200	7.937426697668270	374.10868239724500	2.9687528769734100	0.5314127340308000	22.38156090462740	23.484223524340500	german	mono	cooled	y	y	y	n	y	y	y	y
1201	6.907696111384630	341.99224501755300	0.6303984922503230	0.39987498002749300	12.30692970448630	17.238383729790000	fork	mono	cooled	y	y	y	y	y	y	y	y
1202	7.1563485077769400	312.74412888480400	2.196813702284910	0.4066451397803000	16.599333578727300	23.527639158583600	fork	mono	cooled	n	y	y	n	y	y	n	n
1203	1.0784501514222100	202.24272471023400	0.6149878154922210	0.37201550249175100	13.42991399614990	30.219238262011400	fork	mono	cooled	y	y	y	n	y	y	y	n
