PID,title,project_type,description,aperture_upper_limit,aperture_lower_limit,FoV_upper_limit,FoV_lower_limit,pixel_scale_upper_limit,pixel_scale_lower_limit,mount_type,camera_type_colored_mono,camera_type_cooled_uncooled,Johnson_B,Johnson_V,Johnson_R,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
386,Observe Star 51,regular,Observe Star 51 93 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
387,Observe GRB 34,regular,Observe GRB 34 25 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,n,y,y,y
388,Observe Supernova 83,transient,Observe Supernova 83 41 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,y,y,y,y,y
389,Observe Galaxy 57,regular,Observe Galaxy 57 65 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,n,y,y,y
390,Observe Comet 18,regular,Observe Comet 18 39 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,y,y
391,Observe Supernova 84,regular,Observe Supernova 84 7 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,n,y,y,y
392,Observe Star 52,regular,Observe Star 52 39 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
393,Observe GRB 35,regular,Observe GRB 35 4 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,y,y,y,y,y,n
394,Observe Galaxy 58,target_of_opportunity,Observe Galaxy 58 96 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,n,y,y,n
395,Observe Supernova 85,regular,Observe Supernova 85 10 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,y,y,y,y,y
396,Observe Star 53,regular,Observe Star 53 66 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
397,Observe Exoplanets 124,regular,Observe Exoplanets 124 59 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,n,y,y,y,y
398,Observe Star 54,regular,Observe Star 54 53 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,n,y,y,y,y
399,Observe GRB 36,regular,Observe GRB 36 15 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,n,y,y,y,y,y
400,Observe Exoplanets 125,regular,Observe Exoplanets 125 93 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,n,y,y
401,Observe Comet 19,transient,Observe Comet 19 91 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
402,Observe Star 55,regular,Observe Star 55 12 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,n,n,y,y
403,Observe Star 56,regular,Observe Star 56 34 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,n,y,n,n,y
404,Observe Exoplanets 126,regular,Observe Exoplanets 126 31 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,y,y,y,y,y
405,Observe GRB 37,regular,Observe GRB 37 68 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
406,Observe Star 57,regular,Observe Star 57 2 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,n,y
407,Observe GRB 38,transient,Observe GRB 38 42 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,n,y,y
408,Observe GRB 39,regular,Observe GRB 39 20 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
409,Observe Galaxy 59,regular,Observe Galaxy 59 77 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
410,Observe Supernova 86,regular,Observe Supernova 86 45 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,n,y,y,n,y
411,Observe Star 58,transient,Observe Star 58 9 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
412,Observe Comet 20,regular,Observe Comet 20 0 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,y,y
413,Observe Exoplanets 127,regular,Observe Exoplanets 127 63 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,y,y,y
414,Observe Exoplanets 128,target_of_opportunity,Observe Exoplanets 128 15 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,n,n,y,y,y
415,Observe Exoplanets 129,regular,Observe Exoplanets 129 61 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,n,y,y,n,n,n
416,Observe Star 59,regular,Observe Star 59 61 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,n,y,y,y,y
417,Observe Star 60,regular,Observe Star 60 60 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,n,y,y,y,y,y
418,Observe Star 61,regular,Observe Star 61 42 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,n,y,y
419,Observe GRB 40,regular,Observe GRB 40 61 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
420,Observe Galaxy 60,regular,Observe Galaxy 60 99 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
421,Observe Exoplanets 130,regular,Observe Exoplanets 130 32 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,n,y,n,y
422,Observe Exoplanets 131,transient,Observe Exoplanets 131 34 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,y,y,y
423,Observe Exoplanets 132,regular,Observe Exoplanets 132 49 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,n,y,y,n,y
424,Observe Exoplanets 133,regular,Observe Exoplanets 133 7 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,n,y,y,y,y,n
425,Observe Supernova 87,regular,Observe Supernova 87 31 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
426,Observe Exoplanets 134,regular,Observe Exoplanets 134 58 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
427,Observe Exoplanets 135,regular,Observe Exoplanets 135 8 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,y,y,y
428,Observe Exoplanets 136,target_of_opportunity,Observe Exoplanets 136 66 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,n,y
429,Observe Star 62,regular,Observe Star 62 19 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,n,y,y,y,y
430,Observe Star 63,target_of_opportunity,Observe Star 63 16 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,n,y,y,n,y
431,Observe Star 64,regular,Observe Star 64 76 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,n,y,y,y
432,Observe Asteriods 26,regular,Observe Asteriods 26 33 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,n,y,n,y,y,y
433,Observe Comet 21,regular,Observe Comet 21 52 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,n
434,Observe Star 65,transient,Observe Star 65 66 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,y,y,y
435,Observe Exoplanets 137,transient,Observe Exoplanets 137 69 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
436,Observe Supernova 88,regular,Observe Supernova 88 12 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,n,y,n
437,Observe Exoplanets 138,regular,Observe Exoplanets 138 44 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,n,n,y,y,n
438,Observe Star 66,regular,Observe Star 66 81 times,30,0,600,1,3,0.1,german,colored,cooled,y,n,n,y,y,y,y,y
439,Observe Galaxy 61,transient,Observe Galaxy 61 83 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,n,y,y,n
440,Observe GRB 41,regular,Observe GRB 41 21 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,y,y
441,Observe Comet 22,regular,Observe Comet 22 69 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,y,y,y,n,y
442,Observe GRB 42,transient,Observe GRB 42 79 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,n,n
443,Observe Exoplanets 139,regular,Observe Exoplanets 139 83 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
444,Observe Exoplanets 140,regular,Observe Exoplanets 140 96 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,n,y,y,y
445,Observe Supernova 89,regular,Observe Supernova 89 56 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,n,y,y
446,Observe GRB 43,transient,Observe GRB 43 92 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
447,Observe Star 67,target_of_opportunity,Observe Star 67 84 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,y
448,Observe GRB 44,regular,Observe GRB 44 90 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
449,Observe GRB 45,transient,Observe GRB 45 91 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,n,y,n,y,y
450,Observe Galaxy 62,target_of_opportunity,Observe Galaxy 62 49 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,y,y
451,Observe Star 68,regular,Observe Star 68 28 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,y,y,n,y,y,y
452,Observe Star 69,target_of_opportunity,Observe Star 69 72 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,y
453,Observe Exoplanets 141,transient,Observe Exoplanets 141 51 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,y,y,y
454,Observe Galaxy 63,regular,Observe Galaxy 63 31 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,n,y,n,y,y
455,Observe Supernova 90,regular,Observe Supernova 90 38 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,n,y,n,y,y,y
456,Observe Exoplanets 142,regular,Observe Exoplanets 142 93 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,y,y,y,y,n,y
457,Observe Exoplanets 143,regular,Observe Exoplanets 143 0 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,n,y,n,y,y,n
458,Observe Exoplanets 144,target_of_opportunity,Observe Exoplanets 144 63 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,n,y,y,y
459,Observe Exoplanets 145,regular,Observe Exoplanets 145 8 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
460,Observe Supernova 91,transient,Observe Supernova 91 51 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,n,n,y,y,y
461,Observe Galaxy 64,target_of_opportunity,Observe Galaxy 64 12 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,y,y,y,y
462,Observe Exoplanets 146,regular,Observe Exoplanets 146 89 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,n,y,n
463,Observe Galaxy 65,regular,Observe Galaxy 65 91 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,n,y,y,y,y
464,Observe Exoplanets 147,regular,Observe Exoplanets 147 68 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,n,y,y,n,y
465,Observe GRB 46,regular,Observe GRB 46 65 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,n,y,y,y,n,n
466,Observe Galaxy 66,regular,Observe Galaxy 66 4 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,n,y,y,n,y
467,Observe Comet 23,regular,Observe Comet 23 72 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,n,y,y,y,y,y
468,Observe Exoplanets 148,regular,Observe Exoplanets 148 90 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,n,y
469,Observe Exoplanets 149,target_of_opportunity,Observe Exoplanets 149 13 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,n,y,y,n,y
470,Observe Exoplanets 150,regular,Observe Exoplanets 150 77 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,y,n,y
471,Observe GRB 47,regular,Observe GRB 47 49 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
472,Observe GRB 48,regular,Observe GRB 48 58 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,y,y,y,y
473,Observe Comet 24,regular,Observe Comet 24 52 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,y,y,y
474,Observe Exoplanets 151,transient,Observe Exoplanets 151 1 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,y,y,n,y,n,y
475,Observe Galaxy 67,transient,Observe Galaxy 67 50 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,n,y,y,n,y,n
476,Observe Exoplanets 152,regular,Observe Exoplanets 152 68 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,n,y,y,y
477,Observe Exoplanets 153,regular,Observe Exoplanets 153 1 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,y,n
478,Observe GRB 49,regular,Observe GRB 49 17 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,y,y,y,y,n,y
479,Observe Supernova 92,regular,Observe Supernova 92 4 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
480,Observe GRB 50,regular,Observe GRB 50 96 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,n
481,Observe Supernova 93,transient,Observe Supernova 93 0 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,n,y,y,n,n,y
482,Observe Star 70,regular,Observe Star 70 15 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,n,y
483,Observe Galaxy 68,regular,Observe Galaxy 68 36 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,n,n,y
484,Observe Galaxy 69,transient,Observe Galaxy 69 93 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
485,Observe Exoplanets 154,regular,Observe Exoplanets 154 7 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,n,y,y,y,n,y,y
486,Observe Galaxy 70,regular,Observe Galaxy 70 35 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,n,n,y,y
487,Observe Exoplanets 155,regular,Observe Exoplanets 155 31 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,n,y,y,y,y
488,Observe Galaxy 71,regular,Observe Galaxy 71 22 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,n,y,y,y,y,y,y
489,Observe Comet 25,regular,Observe Comet 25 92 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,n,y,y,y,y,y
490,Observe Star 71,regular,Observe Star 71 45 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,n,y,y,y,y,y
491,Observe Star 72,regular,Observe Star 72 54 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,n
492,Observe Galaxy 72,regular,Observe Galaxy 72 8 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,n,y,y,n
493,Observe Star 73,regular,Observe Star 73 35 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
494,Observe Comet 26,transient,Observe Comet 26 44 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,n,n,y,n,y
495,Observe GRB 51,regular,Observe GRB 51 44 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,y,y,n,y,n
496,Observe Exoplanets 156,transient,Observe Exoplanets 156 40 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
497,Observe Supernova 94,transient,Observe Supernova 94 63 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,y,y,y
498,Observe Supernova 95,target_of_opportunity,Observe Supernova 95 16 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,y
499,Observe Asteriods 27,regular,Observe Asteriods 27 41 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,y,y,y,y
500,Observe Supernova 96,regular,Observe Supernova 96 72 times,30,0,600,1,3,0.1,german,colored,cooled,y,n,y,y,y,y,y,y
501,Observe Asteriods 28,transient,Observe Asteriods 28 46 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,n,y,y,y
502,Observe Comet 27,regular,Observe Comet 27 42 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,n,y,y,y,n,n
503,Observe Supernova 97,transient,Observe Supernova 97 8 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,y
504,Observe Galaxy 73,regular,Observe Galaxy 73 93 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
505,Observe Star 74,regular,Observe Star 74 86 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,n,y,y,y,y
506,Observe Galaxy 74,regular,Observe Galaxy 74 34 times,30,0,600,1,3,0.1,fork,colored,uncooled,n,y,y,y,y,y,y,y
507,Observe Exoplanets 157,transient,Observe Exoplanets 157 31 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,y,y,y,y,y,y
508,Observe Star 75,regular,Observe Star 75 91 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,n,y,y
509,Observe Galaxy 75,regular,Observe Galaxy 75 71 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,n,y,y
510,Observe Star 76,transient,Observe Star 76 98 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,n,y,y,y,y,y
511,Observe Galaxy 76,regular,Observe Galaxy 76 40 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,n,n,y
512,Observe Star 77,regular,Observe Star 77 68 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,n,y,y,y
513,Observe Exoplanets 158,transient,Observe Exoplanets 158 39 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,n,y
514,Observe Star 78,regular,Observe Star 78 71 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,n,y,y,n,y,y
515,Observe Supernova 98,regular,Observe Supernova 98 62 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,n
516,Observe Exoplanets 159,regular,Observe Exoplanets 159 25 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,n,y,y
517,Observe Galaxy 77,transient,Observe Galaxy 77 85 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
518,Observe Galaxy 78,transient,Observe Galaxy 78 65 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,n,y,y,y
519,Observe Galaxy 79,regular,Observe Galaxy 79 97 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,n,n,y,y
520,Observe Exoplanets 160,regular,Observe Exoplanets 160 87 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,y
521,Observe Galaxy 80,regular,Observe Galaxy 80 75 times,30,0,600,1,3,0.1,fork,colored,uncooled,n,y,y,y,y,y,n,y
522,Observe Exoplanets 161,regular,Observe Exoplanets 161 76 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,n,y,n,y,y,y
523,Observe Supernova 99,regular,Observe Supernova 99 69 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,y,y,y,y,n
524,Observe Exoplanets 162,transient,Observe Exoplanets 162 42 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,y,y,y,y,y
525,Observe Star 79,regular,Observe Star 79 79 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,n,n,n,y
526,Observe Exoplanets 163,transient,Observe Exoplanets 163 5 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,n,n,n
527,Observe Exoplanets 164,regular,Observe Exoplanets 164 14 times,30,0,600,1,3,0.1,german,mono,uncooled,n,y,y,y,y,y,y,y
528,Observe Supernova 100,regular,Observe Supernova 100 32 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,n,y,y,y
529,Observe Galaxy 81,target_of_opportunity,Observe Galaxy 81 69 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,n,y,y,y
530,Observe Star 80,regular,Observe Star 80 92 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,y,y,y,y
531,Observe Supernova 101,transient,Observe Supernova 101 46 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,y,y,y
532,Observe Supernova 102,regular,Observe Supernova 102 39 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,n,y,y,y
533,Observe GRB 52,transient,Observe GRB 52 11 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,n,y,y
534,Observe Star 81,transient,Observe Star 81 48 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,n,y,n,y
535,Observe Supernova 103,target_of_opportunity,Observe Supernova 103 17 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,y,n,y,n,y
536,Observe GRB 53,regular,Observe GRB 53 23 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,y,n,y
537,Observe Exoplanets 165,regular,Observe Exoplanets 165 2 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,y,y,y
538,Observe Exoplanets 166,regular,Observe Exoplanets 166 43 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,n
539,Observe Supernova 104,regular,Observe Supernova 104 0 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
540,Observe GRB 54,regular,Observe GRB 54 18 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,n
541,Observe Supernova 105,transient,Observe Supernova 105 79 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,y,y
542,Observe Exoplanets 167,transient,Observe Exoplanets 167 54 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,n,y,y,y,n
543,Observe Supernova 106,regular,Observe Supernova 106 32 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,y,y,y,y,y,y
544,Observe Exoplanets 168,regular,Observe Exoplanets 168 8 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
545,Observe GRB 55,target_of_opportunity,Observe GRB 55 71 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,n,y,y,y,y,y
546,Observe GRB 56,regular,Observe GRB 56 27 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,n
547,Observe Star 82,transient,Observe Star 82 92 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
548,Observe Star 83,transient,Observe Star 83 27 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,n
549,Observe Exoplanets 169,transient,Observe Exoplanets 169 11 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,n,y,y,y
550,Observe Supernova 107,transient,Observe Supernova 107 85 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,y,y,y,y,y,y
551,Observe Star 84,transient,Observe Star 84 4 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,n,y,y,y,n,y
552,Observe Asteriods 29,target_of_opportunity,Observe Asteriods 29 61 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,n,y,y,n,y,y
553,Observe Galaxy 82,target_of_opportunity,Observe Galaxy 82 56 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,n,y,y,y,y
554,Observe Galaxy 83,regular,Observe Galaxy 83 78 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,y,y,y,y
555,Observe Exoplanets 170,target_of_opportunity,Observe Exoplanets 170 82 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,n,n,y,n
556,Observe Exoplanets 171,regular,Observe Exoplanets 171 85 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,y,n,y
557,Observe Supernova 108,regular,Observe Supernova 108 91 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,y,y,y,y,y
558,Observe Galaxy 84,regular,Observe Galaxy 84 32 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
559,Observe Exoplanets 172,target_of_opportunity,Observe Exoplanets 172 94 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,n,n
560,Observe Exoplanets 173,regular,Observe Exoplanets 173 63 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
561,Observe Asteriods 30,transient,Observe Asteriods 30 32 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,n,y
562,Observe Exoplanets 174,transient,Observe Exoplanets 174 64 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
563,Observe Galaxy 85,target_of_opportunity,Observe Galaxy 85 29 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,y,y,y,y
564,Observe Asteriods 31,regular,Observe Asteriods 31 56 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,n,y,n,y,n
565,Observe Star 85,regular,Observe Star 85 73 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,n,y,n,y,n,y
566,Observe Supernova 109,transient,Observe Supernova 109 39 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,n,y,n,y,n,n
567,Observe Supernova 110,regular,Observe Supernova 110 7 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,n,n,n,n,y
568,Observe Exoplanets 175,transient,Observe Exoplanets 175 55 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,n,y,y
569,Observe Supernova 111,regular,Observe Supernova 111 5 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,n,y,y
570,Observe GRB 57,regular,Observe GRB 57 40 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,n,y,y
571,Observe Exoplanets 176,regular,Observe Exoplanets 176 39 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,y,y,y,y,y
572,Observe Star 86,regular,Observe Star 86 47 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,n,y,y
573,Observe GRB 58,target_of_opportunity,Observe GRB 58 78 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,y,n,n,y
574,Observe Star 87,transient,Observe Star 87 31 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,y,y,y,n,y,y
575,Observe GRB 59,transient,Observe GRB 59 69 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,y,y
576,Observe Supernova 112,regular,Observe Supernova 112 66 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,n,y,y,n,y,y,y
577,Observe Star 88,target_of_opportunity,Observe Star 88 53 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,n
578,Observe GRB 60,regular,Observe GRB 60 39 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,n,n
579,Observe Exoplanets 177,regular,Observe Exoplanets 177 71 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,n,n,y,y,n,y
580,Observe Supernova 113,regular,Observe Supernova 113 15 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,n,y,y
581,Observe Star 89,regular,Observe Star 89 41 times,30,0,600,1,3,0.1,german,mono,cooled,n,n,y,y,y,y,y,y
